model_id,task_id,base_model,dataset_id
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1205,1205,,Lots-of-LoRAs/task1205_atomic_classification_isafter
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task780,780,,Lots-of-LoRAs/task780_pawsx_english_german_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1235,1235,,Lots-of-LoRAs/task1235_ted_translation_he_ja
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1405,1405,,Lots-of-LoRAs/task1405_find_median
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task536,536,,Lots-of-LoRAs/task536_alt_translation_vi_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task928,928,,Lots-of-LoRAs/task928_yelp_positive_to_negative_style_transfer
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task337,337,,Lots-of-LoRAs/task337_hateeval_classification_individual_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1608,1608,,Lots-of-LoRAs/task1608_xquad_en_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1706,1706,,Lots-of-LoRAs/task1706_ljspeech_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task795,795,,Lots-of-LoRAs/task795_pawsx_spanish_english_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1544,1544,,Lots-of-LoRAs/task1544_conll2002_named_entity_recognition_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1254,1254,,Lots-of-LoRAs/task1254_ted_translation_it_fa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task293,293,,Lots-of-LoRAs/task293_storycommonsense_emotion_text_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1246,1246,,Lots-of-LoRAs/task1246_ted_translation_gl_pt
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1662,1662,,Lots-of-LoRAs/task1662_cedr_ru_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task610,610,,Lots-of-LoRAs/task610_conllpp_ner
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1218,1218,,Lots-of-LoRAs/task1218_ted_translation_en_ja
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task799,799,,Lots-of-LoRAs/task799_pawsx_spanish_chinese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task133,133,,Lots-of-LoRAs/task133_winowhy_reason_plausibility_detection
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1108,1108,,Lots-of-LoRAs/task1108_ted_translation_ar_fa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1250,1250,,Lots-of-LoRAs/task1250_ted_translation_it_ar
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task367,367,,Lots-of-LoRAs/task367_synthetic_remove_floats
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task427,427,,Lots-of-LoRAs/task427_hindienglish_corpora_hi-en_language_identification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1213,1213,,Lots-of-LoRAs/task1213_atomic_classification_desires
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task523,523,,Lots-of-LoRAs/task523_find_if_numbers_or_alphabets_are_more_in_list
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task899,899,,Lots-of-LoRAs/task899_freebase_qa_topic_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task286,286,,Lots-of-LoRAs/task286_olid_offense_judgment
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task327,327,,Lots-of-LoRAs/task327_jigsaw_classification_toxic
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1279,1279,,Lots-of-LoRAs/task1279_ted_translation_pt_gl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task902,902,,Lots-of-LoRAs/task902_deceptive_opinion_spam_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1549,1549,,Lots-of-LoRAs/task1549_wiqa_answer_generation_missing_step
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task242,242,,Lots-of-LoRAs/task242_tweetqa_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task439,439,,Lots-of-LoRAs/task439_eng_guj_parallel_corpus_gu_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task196,196,,Lots-of-LoRAs/task196_sentiment140_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task913,913,,Lots-of-LoRAs/task913_bianet_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1242,1242,,Lots-of-LoRAs/task1242_ted_translation_gl_he
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task358,358,,Lots-of-LoRAs/task358_casino_classification_negotiation_uv_part
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1537,1537,,Lots-of-LoRAs/task1537_tamil_offenseval_dravidian_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1159,1159,,Lots-of-LoRAs/task1159_bard_analogical_reasoning_containers
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1542,1542,,Lots-of-LoRAs/task1542_every_ith_element_from_starting
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task199,199,,Lots-of-LoRAs/task199_mnli_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task878,878,,Lots-of-LoRAs/task878_kde4_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task788,788,,Lots-of-LoRAs/task788_pawsx_korean_japanese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task877,877,,Lots-of-LoRAs/task877_kde4_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1726,1726,,Lots-of-LoRAs/task1726_mathqa_correct_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task557,557,,Lots-of-LoRAs/task557_alt_translation_en_ba
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1245,1245,,Lots-of-LoRAs/task1245_ted_translation_gl_fa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1573,1573,,Lots-of-LoRAs/task1573_samsum_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1220,1220,,Lots-of-LoRAs/task1220_ted_translation_en_ar
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1367,1367,,Lots-of-LoRAs/task1367_opustedtalks_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task888,888,,Lots-of-LoRAs/task888_reviews_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task347,347,,Lots-of-LoRAs/task347_hybridqa_incorrect_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1233,1233,,Lots-of-LoRAs/task1233_ted_translation_ar_he
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1273,1273,,Lots-of-LoRAs/task1273_ted_translation_fa_pt
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task652,652,,Lots-of-LoRAs/task652_parsinlu_en_fa_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1275,1275,,Lots-of-LoRAs/task1275_ted_translation_pt_ja
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1546,1546,,Lots-of-LoRAs/task1546_conll2002_location_name_extraction_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task762,762,,Lots-of-LoRAs/task762_emea_fr_sk_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task960,960,,Lots-of-LoRAs/task960_ancora-ca-ner_named_entity_recognition
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task415,415,,Lots-of-LoRAs/task415_mickey_bg_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1274,1274,,Lots-of-LoRAs/task1274_ted_translation_pt_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task373,373,,Lots-of-LoRAs/task373_synthetic_round_tens_place
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1333,1333,,Lots-of-LoRAs/task1333_check_validity_date_ddmmyyyy
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1099,1099,,Lots-of-LoRAs/task1099_ted_translation_ja_pt
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1228,1228,,Lots-of-LoRAs/task1228_ted_translation_es_ar
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1092,1092,,Lots-of-LoRAs/task1092_ted_translation_en_pl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1519,1519,,Lots-of-LoRAs/task1519_qa_srl_question_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task970,970,,Lots-of-LoRAs/task970_sherliic_causal_relationship
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1324,1324,,Lots-of-LoRAs/task1324_open_subtitles_te_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task541,541,,Lots-of-LoRAs/task541_alt_translation_kh_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task432,432,,Lots-of-LoRAs/task432_alt_en_hi_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task371,371,,Lots-of-LoRAs/task371_synthetic_product_of_list
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1686,1686,,Lots-of-LoRAs/task1686_menyo20k_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1604,1604,,Lots-of-LoRAs/task1604_ethos_text_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task171,171,,Lots-of-LoRAs/task171_spl_translation_en_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task990,990,,Lots-of-LoRAs/task990_pib_translation_urdu_marathi
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task338,338,,Lots-of-LoRAs/task338_hateeval_classification_individual_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1117,1117,,Lots-of-LoRAs/task1117_alt_ja_id_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task441,441,,Lots-of-LoRAs/task441_eng_guj_parallel_corpus_gu-en_language_identification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1234,1234,,Lots-of-LoRAs/task1234_ted_translation_he_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task684,684,,Lots-of-LoRAs/task684_online_privacy_policy_text_information_type_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1359,1359,,Lots-of-LoRAs/task1359_numer_sense_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1554,1554,,Lots-of-LoRAs/task1554_scitail_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1202,1202,,Lots-of-LoRAs/task1202_atomic_classification_xneed
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1481,1481,,Lots-of-LoRAs/task1481_gene_extraction_bc2gm_dataset
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task643,643,,Lots-of-LoRAs/task643_refresd_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1223,1223,,Lots-of-LoRAs/task1223_ted_translation_ja_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task374,374,,Lots-of-LoRAs/task374_synthetic_pos_or_neg_calculation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task622,622,,Lots-of-LoRAs/task622_replace_alphabets_in_a_list_by_their_position_in_english_alphabet
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task558,558,,Lots-of-LoRAs/task558_alt_translation_en_hi
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task654,654,,Lots-of-LoRAs/task654_bible_fa_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task208,208,,Lots-of-LoRAs/task208_combinations_of_list
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task459,459,,Lots-of-LoRAs/task459_matres_static_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task551,551,,Lots-of-LoRAs/task551_alt_translation_en_th
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task814,814,,Lots-of-LoRAs/task814_pawsx_japanese_korean_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1241,1241,,Lots-of-LoRAs/task1241_ted_translation_gl_ar
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task265,265,,Lots-of-LoRAs/task265_paper_reviews_language_identification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1110,1110,,Lots-of-LoRAs/task1110_ted_translation_he_gl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1725,1725,,Lots-of-LoRAs/task1725_civil_comments_severtoxicity_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task604,604,,Lots-of-LoRAs/task604_flores_translation_entosn
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task451,451,,Lots-of-LoRAs/task451_opus_paracrawl_tl_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task783,783,,Lots-of-LoRAs/task783_pawsx_korean_english_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1270,1270,,Lots-of-LoRAs/task1270_ted_translation_fa_gl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task174,174,,Lots-of-LoRAs/task174_spl_translation_en_ja
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1446,1446,,Lots-of-LoRAs/task1446_farthest_integers
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task774,774,,Lots-of-LoRAs/task774_pawsx_german_text_modification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1543,1543,,Lots-of-LoRAs/task1543_conll2002_parts_of_speech_tagging_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task354,354,,Lots-of-LoRAs/task354_casino_classification_negotiation_no_need
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task801,801,,Lots-of-LoRAs/task801_pawsx_german_english_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1685,1685,,Lots-of-LoRAs/task1685_menyo20k_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task036,036,,Lots-of-LoRAs/task036_qasc_topic_word_to_generate_related_fact
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1664,1664,,Lots-of-LoRAs/task1664_winobias_text_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1100,1100,,Lots-of-LoRAs/task1100_ted_translation_es_gl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1496,1496,,Lots-of-LoRAs/task1496_bengali_reviews_sentiment_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task532,532,,Lots-of-LoRAs/task532_europarl_en-es_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task591,591,,Lots-of-LoRAs/task591_sciq_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task663,663,,Lots-of-LoRAs/task663_global_voices_en_fa_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1615,1615,,Lots-of-LoRAs/task1615_sick_tclassify_b_relation_a
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task449,449,,Lots-of-LoRAs/task449_opus_paracrawl_ig_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1692,1692,,Lots-of-LoRAs/task1692_qed_amara_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1104,1104,,Lots-of-LoRAs/task1104_ted_translation_es_pt
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task562,562,,Lots-of-LoRAs/task562_alt_language_identification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task266,266,,Lots-of-LoRAs/task266_paper_reviews_reviewer_perspective_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1248,1248,,Lots-of-LoRAs/task1248_ted_translation_it_ja
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task458,458,,Lots-of-LoRAs/task458_matres_negation_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1191,1191,,Lots-of-LoRAs/task1191_food_veg_nonveg
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task082,082,,Lots-of-LoRAs/task082_babi_t1_single_supporting_fact_question_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task276,276,,Lots-of-LoRAs/task276_enhanced_wsc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task098,098,,Lots-of-LoRAs/task098_conala_list_intersection
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1195,1195,,Lots-of-LoRAs/task1195_disflqa_disfluent_to_fluent_conversion
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1101,1101,,Lots-of-LoRAs/task1101_ted_translation_es_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task831,831,,Lots-of-LoRAs/task831_giga_fren_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task735,735,,Lots-of-LoRAs/task735_mmmlu_answer_generation_us_foreign_policy
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task448,448,,Lots-of-LoRAs/task448_opus_paracrawl_en_tl_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task096,096,,Lots-of-LoRAs/task096_conala_list_index_subtraction
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task626,626,,Lots-of-LoRAs/task626_xlwic_sentence_based_on_given_word_sentence_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1272,1272,,Lots-of-LoRAs/task1272_ted_translation_fa_pl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task535,535,,Lots-of-LoRAs/task535_alt_translation_ch_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1037,1037,,Lots-of-LoRAs/task1037_pib_translation_telugu_urdu
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task818,818,,Lots-of-LoRAs/task818_pawsx_japanese_chinese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task345,345,,Lots-of-LoRAs/task345_hybridqa_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task575,575,,Lots-of-LoRAs/task575_air_dialogue_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task992,992,,Lots-of-LoRAs/task992_pib_translation_tamil_english
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1426,1426,,Lots-of-LoRAs/task1426_country_independence_year
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task434,434,,Lots-of-LoRAs/task434_alt_en_hi_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1505,1505,,Lots-of-LoRAs/task1505_root09_semantic_relation_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task257,257,,Lots-of-LoRAs/task257_spl_translation_ar_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1576,1576,,Lots-of-LoRAs/task1576_amazon_reviews_multi_english_language_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task764,764,,Lots-of-LoRAs/task764_emea_bg_el_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1257,1257,,Lots-of-LoRAs/task1257_ted_translation_pl_ja
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task989,989,,Lots-of-LoRAs/task989_pib_translation_marathi_urdu
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1376,1376,,Lots-of-LoRAs/task1376_newscomm_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task471,471,,Lots-of-LoRAs/task471_haspart_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1259,1259,,Lots-of-LoRAs/task1259_ted_translation_pl_ar
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task681,681,,Lots-of-LoRAs/task681_hope_edi_malayalam_text_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1132,1132,,Lots-of-LoRAs/task1132_xcsr_ur_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task179,179,,Lots-of-LoRAs/task179_participant_extraction
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task835,835,,Lots-of-LoRAs/task835_mathdataset_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1539,1539,,Lots-of-LoRAs/task1539_kannada_offenseval_dravidian_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1127,1127,,Lots-of-LoRAs/task1127_alt_ja_th_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1691,1691,,Lots-of-LoRAs/task1691_qed_amara_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1143,1143,,Lots-of-LoRAs/task1143_xcsr_it_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task263,263,,Lots-of-LoRAs/task263_spl_translation_pl_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task088,088,,Lots-of-LoRAs/task088_identify_typo_verification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1150,1150,,Lots-of-LoRAs/task1150_delete_max_min
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task718,718,,Lots-of-LoRAs/task718_mmmlu_answer_generation_machine_learning
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1373,1373,,Lots-of-LoRAs/task1373_newscomm_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task595,595,,Lots-of-LoRAs/task595_mocha_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1155,1155,,Lots-of-LoRAs/task1155_bard_analogical_reasoning_trash_or_treasure
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task126,126,,Lots-of-LoRAs/task126_scan_structured_text_generation_command_action_all
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task020,020,,Lots-of-LoRAs/task020_mctaco_span_based_question
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1678,1678,,Lots-of-LoRAs/task1678_mathqa_answer_selection
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1265,1265,,Lots-of-LoRAs/task1265_ted_translation_fa_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task806,806,,Lots-of-LoRAs/task806_pawsx_german_japanese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task297,297,,Lots-of-LoRAs/task297_storycloze_incorrect_end_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task506,506,,Lots-of-LoRAs/task506_position_of_all_alphabetical_elements_in_list
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task897,897,,Lots-of-LoRAs/task897_freebase_qa_topic_question_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1492,1492,,Lots-of-LoRAs/task1492_bengali_religious_hate_speech_binary_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1289,1289,,Lots-of-LoRAs/task1289_trec_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task372,372,,Lots-of-LoRAs/task372_synthetic_palindrome_numbers
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1507,1507,,Lots-of-LoRAs/task1507_boolean_temporal_reasoning
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task862,862,,Lots-of-LoRAs/task862_asdiv_multidiv_question_answering
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1436,1436,,Lots-of-LoRAs/task1436_ro_sts_parallel_language_translation_en_to_ro
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task255,255,,Lots-of-LoRAs/task255_spl_translation_it_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task772,772,,Lots-of-LoRAs/task772_pawsx_french_text_modification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1271,1271,,Lots-of-LoRAs/task1271_ted_translation_fa_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1239,1239,,Lots-of-LoRAs/task1239_ted_translation_gl_ja
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1424,1424,,Lots-of-LoRAs/task1424_mathqa_probability
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1120,1120,,Lots-of-LoRAs/task1120_alt_ja_fil_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task709,709,,Lots-of-LoRAs/task709_mmmlu_answer_generation_high_school_psychology
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task993,993,,Lots-of-LoRAs/task993_pib_translation_hindi_tamil
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1655,1655,,Lots-of-LoRAs/task1655_mkb_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1085,1085,,Lots-of-LoRAs/task1085_pib_translation_english_marathi
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task805,805,,Lots-of-LoRAs/task805_pawsx_german_chinese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task312,312,,Lots-of-LoRAs/task312_europarl_sv_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task656,656,,Lots-of-LoRAs/task656_quran_en_fa_translation
